X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,TypeOfDefects
14,23,1461247,1461302,265,47,56,34055,106,156,1358,1,0,70,0.0206,0.4647,0.1636,0.0066,0.1915,0.9821,1,2.4232,0.9542,1.7404,0.8364,0.004,0.7833,1
132,148,682028,682128,836,38,101,86830,80,129,1360,1,0,150,0.1941,0.4775,0.16,0.0118,0.4211,0.9901,1,2.9222,1.2041,2,0.84,-0.1886,0.9998,7
122,146,203252,203261,95,33,22,12566,124,143,1362,0,1,40,0.1792,0.5602,0.375,0.0176,0.7273,0.4091,0,1.9777,1.3802,0.9542,-0.625,0.0334,0.3601,7
1272,1286,290640,290652,125,15,12,12560,61,125,1688,1,0,70,0.4763,0.256,0.8571,0.0083,0.9333,1,0,2.0969,1.1461,1.0792,-0.1429,-0.215,0.2901,6
505,522,1998060,1998064,29,18,6,3489,116,126,1358,0,1,50,0.7437,0.5735,0.2353,0.0125,0.9444,0.6667,0,1.4624,1.2305,0.6021,-0.7647,-0.0601,0.1734,7
625,635,1954598,1954686,540,57,88,60109,95,127,1364,0,1,100,0.9164,0.3864,0.1136,0.0073,0.1754,1,1,2.7324,1,1.9445,0.8864,-0.1304,0.9792,5
1049,1059,764081,764092,70,12,11,7279,82,125,1687,1,0,100,0.7445,0.3636,0.9091,0.0059,0.8333,1,1,1.8451,1,1.0414,0.0909,-0.1876,0.2173,7
17,27,1859616,1859633,80,23,17,4931,41,84,1356,1,0,70,0.0251,0.5294,0.5882,0.0074,0.4348,1,1,1.9031,1,1.2305,0.4118,-0.5185,0.2928,2
615,625,1398169,1398179,65,12,10,7104,89,126,1358,0,1,50,0.9057,0.35,1,0.0074,0.8333,1,0.5,1.8129,1,1,0,-0.1461,0.2061,4
73,110,939291,939346,903,76,83,100112,91,134,1694,1,0,80,0.0862,0.5563,0.6727,0.0218,0.4868,0.6626,1,2.9557,1.5682,1.7404,0.3273,-0.1339,1,6
1237,1246,9737743,9737771,171,28,28,17727,95,117,1362,0,1,40,0.1703,0.3214,0.3214,0.0066,0.3214,1,1,2.233,0.9542,1.4472,0.6786,-0.1901,0.417,7
0,436,407936,408170,24365,1084,680,2935414,22,143,1404,0,1,40,0,0.7612,0.5367,0.3105,0.4022,0.3441,0,4.3868,2.6395,2.3692,-0.4633,-0.0588,1,3
39,215,3003398,3003466,6570,274,141,685255,40,119,1356,0,1,40,0.0575,0.451,0.3864,0.1298,0.6423,0.4823,0,3.8176,2.2455,1.8325,-0.6136,-0.1851,1,3
1064,1079,406616,406673,419,40,60,44609,97,119,1353,0,1,70,0.405,0.5099,0.2632,0.0111,0.375,0.95,1,2.6222,1.1761,1.7559,0.7368,-0.1682,0.9755,7
1051,1066,1250608,1250629,184,23,21,20124,82,127,1690,1,0,60,0.7385,0.4159,0.7143,0.0089,0.6522,1,1,2.2648,1.1761,1.3222,0.2857,-0.1455,0.5212,6
85,96,1398904,1398914,61,12,11,6834,102,124,1358,1,0,70,0.1252,0.4455,0.9091,0.0081,0.9167,0.9091,0,1.7853,1.0414,1,-0.0909,-0.1247,0.2173,2
385,399,4138007,4138019,125,17,13,14167,83,141,1356,1,0,200,0.5678,0.256,0.8571,0.0103,0.8235,0.9231,0,2.0969,1.1461,1.0792,-0.1429,-0.1146,0.2901,7
367,422,289647,289665,355,116,58,46882,123,143,1360,0,1,40,0.5397,0.6414,0.3273,0.0404,0.4741,0.3103,0,2.5502,1.7404,1.2553,-0.6727,0.0317,0.9899,7
17,26,1651888,1651909,145,18,21,18695,101,156,1358,1,0,70,0.025,0.2328,0.4286,0.0066,0.5,1,1,2.1614,0.9542,1.3222,0.5714,0.0073,0.3197,1
453,471,1395724,1395753,366,34,29,37407,80,132,1360,0,1,130,0.6662,0.2988,0.6207,0.0132,0.5294,1,1,2.5635,1.2553,1.4624,0.3793,-0.2015,0.8123,7
41,185,2460355,2460408,5357,181,90,764,123,134,1402,0,1,40,0.0585,0.2981,0.3681,0.1027,0.7956,0.5889,0,3.7289,2.1584,1.7243,-0.6319,-0.9989,1,3
206,220,138169,138184,104,29,18,11981,108,125,1362,0,1,200,0.3025,0.5048,0.9333,0.0103,0.4828,0.8333,1,2.017,1.1461,1.1761,0.0667,-0.1,0.3509,7
620,637,2020002,2020117,695,99,117,88065,111,141,1364,0,1,100,0.9091,0.6445,0.1478,0.0125,0.1717,0.9829,1,2.842,1.2305,2.0607,0.8522,-0.0101,1,5
867,1104,949655,949669,1695,247,106,197365,103,132,1668,0,1,40,0.6763,0.4891,0.0591,0.1421,0.9595,0.1321,0,3.2292,2.3747,1.1461,-0.9409,-0.0903,1,7
799,806,1029590,1029596,33,9,6,3751,105,126,1698,0,1,60,0.9411,0.2143,0.8571,0.0041,0.7778,1,0,1.5185,0.8451,0.7782,-0.1429,-0.112,0.1499,7
28,36,3213793,3213815,124,16,22,14618,97,141,1658,1,0,100,0.0338,0.2955,0.3636,0.0048,0.5,1,1,2.0934,0.9031,1.3424,0.6364,-0.079,0.3012,7
57,67,4121201,4121214,81,16,13,9137,98,127,1646,1,0,69,0.0693,0.3769,0.7692,0.0061,0.625,1,1,1.9085,1,1.1139,0.2308,-0.1187,0.2408,6
1163,1205,4639384,4639402,359,79,49,50750,130,158,1360,1,0,100,0.2279,0.5251,0.4286,0.0309,0.5317,0.3674,0,2.5551,1.6233,1.2553,-0.5714,0.1044,0.9537,7
853,860,369370,369415,176,13,45,18996,99,126,1353,0,1,290,0.7287,0.4413,0.1556,0.0052,0.5385,1,1,2.2455,0.8451,1.6532,0.8444,-0.1568,0.5212,1
799,804,1341292,1341296,12,5,4,1504,111,140,1360,0,1,50,0.8177,0.4,0.8,0.0037,1,1,0,1.0792,0.699,0.6021,-0.2,-0.0208,0.1322,4
41,393,1924169,1924363,10429,578,382,1196792,33,141,1402,0,1,40,0.0585,0.8473,0.5511,0.2511,0.609,0.5078,0,4.0182,2.5465,2.2878,-0.4489,-0.1035,1,3
1235,1241,1681980,1681985,19,7,6,2420,120,140,1358,0,1,50,0.1723,0.3667,0.8333,0.0044,0.8571,0.8333,0,1.2787,0.7782,0.699,-0.1667,-0.0049,0.14,4
899,906,844907,844932,139,14,25,16593,108,133,1356,0,1,40,0.6637,0.2057,0.28,0.0052,0.5,1,1,2.143,0.8451,1.3979,0.72,-0.0674,0.2998,7
39,734,684933,685134,16521,926,591,1992604,21,149,1400,0,1,40,0.0557,0.8817,0.2892,0.4964,0.7505,0.3401,0,4.218,2.842,2.3032,-0.7108,-0.0577,1,3
1162,1174,1895154,1895167,71,21,15,9944,131,151,1364,1,0,120,0.2786,0.5449,0.9231,0.0088,0.5714,0.8667,1,1.8513,1.0792,1.1139,0.0769,0.0942,0.2739,7
1032,1046,404761,404774,111,24,17,14697,118,143,1690,1,0,150,0.7621,0.3901,0.9286,0.0083,0.5833,0.7647,0,2.0453,1.1461,1.1139,-0.0714,0.0344,0.3097,7
1063,1083,3257887,3257901,102,27,15,9714,84,116,1362,1,0,80,0.4097,0.6357,0.7,0.0147,0.7407,0.9333,0,2.0086,1.301,1.1461,-0.3,-0.256,0.463,6
0,17,177337,177387,353,53,56,32335,79,118,1352,1,0,70,0,0.5847,0.34,0.0126,0.3207,0.8929,1,2.5478,1.2305,1.699,0.66,-0.2844,0.9747,2
759,768,3896732,3896740,54,10,8,6028,90,127,1690,1,0,70,0.8982,0.25,0.8889,0.0053,0.9,1,0,1.7324,0.9542,0.9031,-0.1111,-0.1279,0.1773,6
41,196,579795,579857,6057,209,138,627913,39,126,1358,0,1,40,0.0604,0.3697,0.4,0.1141,0.7416,0.4493,0,3.7823,2.1903,1.7924,-0.6,-0.1901,1,3
81,109,373946,373961,153,58,29,19616,118,143,1362,0,1,100,0.1189,0.6357,0.5357,0.0206,0.4828,0.5172,0,2.1847,1.4472,1.1761,-0.4643,0.0016,0.6868,6
732,750,177076,177087,136,18,11,27180,192,207,1387,0,1,40,0.9185,0.3131,0.6111,0.013,1,1,0,2.1335,1.2553,1.0414,-0.3889,0.5613,0.3329,3
634,655,5303273,5303295,336,30,25,35912,79,127,1362,0,1,40,0.931,0.2727,0.9546,0.0154,0.7,0.88,1,2.5263,1.3222,1.3424,0.0454,-0.165,0.7436,6
315,341,530471,530483,116,32,19,14912,121,142,1360,0,1,100,0.4632,0.6282,0.4615,0.0191,0.8125,0.6316,0,2.0645,1.415,1.0792,-0.5385,0.0043,0.5162,6
338,348,393428,393468,273,31,40,29865,93,125,1376,0,1,40,0.4913,0.3175,0.25,0.0073,0.3226,1,1,2.4362,1,1.6021,0.75,-0.1453,0.6574,6
1164,1173,466028,466057,202,15,29,21408,85,122,1353,0,1,70,0.2661,0.2261,0.3103,0.0066,0.6,1,1,2.3054,0.9542,1.4624,0.6897,-0.172,0.4317,6
1281,1302,4332564,4332815,3214,92,253,368381,33,140,1373,0,1,40,0.1034,0.3902,0.0837,0.0153,0.2283,0.9921,1,3.5071,1.3222,2.3997,0.9163,-0.1045,1,1
754,770,1066700,1066722,212,20,22,21031,77,118,1362,1,0,70,0.8693,0.3977,0.7273,0.0117,0.8,1,1,2.3263,1.2041,1.3424,0.2727,-0.225,0.5822,7
1616,1625,1725137,1725163,138,23,26,8720,48,84,1656,1,0,80,0.0374,0.4103,0.3462,0.0054,0.3913,1,1,2.1399,0.9542,1.415,0.6539,-0.5063,0.3882,7
41,189,2215354,2215404,4881,239,110,513464,40,127,1404,0,1,40,0.0584,0.3404,0.3378,0.1054,0.6192,0.4545,0,3.6885,2.1703,1.699,-0.6622,-0.1781,1,3
2,11,130760,130780,110,12,20,10340,71,116,1687,0,1,200,0.0024,0.3889,0.45,0.0053,0.75,1,1,2.0414,0.9542,1.301,0.55,-0.2656,0.3068,7
30,58,1772722,1772736,253,50,26,28728,86,135,1356,1,0,70,0.0443,0.3546,0.5,0.0206,0.56,0.5385,0,2.4031,1.4472,1.1461,-0.5,-0.1129,0.6453,2
309,342,3744532,3744552,274,46,29,31551,101,133,1364,1,0,80,0.4531,0.5849,0.6061,0.0242,0.7174,0.6897,0,2.4378,1.5185,1.301,-0.3939,-0.1004,0.9157,6
185,199,387402,387414,75,23,12,8535,104,127,1356,1,0,70,0.2729,0.5536,0.8571,0.0103,0.6087,1,0,1.8751,1.1461,1.0792,-0.1429,-0.1109,0.2901,2
39,214,1992062,1992137,6998,280,143,724819,43,124,1358,0,1,40,0.0574,0.4668,0.4286,0.1289,0.625,0.5245,0,3.845,2.243,1.8751,-0.5714,-0.1908,1,3
43,195,1636571,1636729,13057,562,361,1507763,32,140,1404,0,1,40,0.0613,0.4563,0.962,0.1083,0.2705,0.4377,1,4.1158,2.1818,2.1987,0.038,-0.0979,1,3
41,218,553549,553733,16759,729,433,2020624,24,143,1402,0,1,40,0.0585,0.4854,0.962,0.1262,0.2428,0.4249,1,4.2242,2.248,2.2648,0.038,-0.058,1,3
0,21,1399301,1399304,52,21,4,5644,56,151,1690,1,0,70,0,0.1746,0.1429,0.0124,1,0.75,0,1.716,1.3222,0.4771,-0.8571,-0.152,0.1687,7
806,828,300303,300316,125,35,18,16258,118,140,1372,0,1,40,0.793,0.5629,0.5909,0.016,0.6286,0.7222,0,2.0969,1.3424,1.1139,-0.4091,0.0161,0.4729,7
651,666,11150448,11150470,238,23,22,25516,78,127,1364,0,1,40,0.9546,0.2788,0.6818,0.011,0.6522,1,1,2.3766,1.1761,1.3424,0.3182,-0.1624,0.5461,6
919,931,3178549,3178563,133,14,14,14163,84,126,1358,1,0,100,0.6289,0.2083,0.8571,0.0088,0.8571,1,1,2.1239,1.0792,1.1461,0.1429,-0.1681,0.2901,6
41,217,1960132,1960200,6987,251,123,725465,43,125,1356,0,1,40,0.0605,0.4162,0.3864,0.1298,0.7012,0.5529,0,3.8443,2.2455,1.8325,-0.6136,-0.1888,1,3
1392,1415,1215744,1215749,82,23,6,10827,123,141,1630,1,0,100,0.2638,0.287,0.2174,0.0141,1,0.8333,0,1.9138,1.3617,0.699,-0.7826,0.0315,0.223,7
81,94,162885,162940,395,54,59,41476,92,127,1356,1,0,70,0.1195,0.4475,0.2364,0.0096,0.2407,0.9322,1,2.5966,1.1139,1.7404,0.7636,-0.1797,0.94,2
1229,1232,224240,224243,6,3,3,718,107,140,1358,0,1,50,0.1856,0.3333,1,0.0022,1,1,0.5,0.7782,0.4771,0.4771,0,-0.0651,0.124,4
498,515,31041,31058,231,17,17,21639,33,127,1373,0,1,40,0.7254,0.2007,1,0.0124,1,1,0.5,2.3636,1.2305,1.2305,0,-0.2682,0.4779,3
1002,1021,28972,28984,128,29,16,13352,96,116,1360,0,1,40,0.4985,0.4386,0.6316,0.014,0.6552,0.75,0,2.1072,1.2787,1.0792,-0.3684,-0.1851,0.3787,7
1106,1116,2371582,2371598,106,12,16,12311,107,125,1358,0,1,40,0.3564,0.3375,0.625,0.0074,0.8333,1,1,2.0253,1,1.2041,0.375,-0.0926,0.2792,7
1362,1378,821437,821450,140,18,20,16070,103,126,1387,0,1,40,0.013,0.3269,0.8125,0.0115,0.8889,0.65,0,2.1461,1.2041,1.1139,-0.1875,-0.1032,0.3479,7
1536,1548,43036,43048,90,14,12,7525,67,100,1688,1,0,60,0.1659,0.375,1,0.0071,0.8571,1,0.5,1.9542,1.0792,1.0792,0,-0.3468,0.2583,1
1241,1248,796972,796976,18,7,5,2318,122,141,1356,0,1,50,0.1593,0.3571,0.5714,0.0052,1,0.8,0,1.2553,0.8451,0.6021,-0.4286,0.0061,0.1384,4
84,214,7261606,7261658,4080,188,91,435821,64,127,1358,0,1,40,0.1237,0.3965,0.4,0.0957,0.6915,0.5714,0,3.6107,2.1139,1.716,-0.6,-0.1655,1,3
754,772,739337,739349,90,28,20,9057,91,111,1353,1,0,50,0.8588,0.5833,0.6667,0.0133,0.6429,0.6,0,1.9542,1.2553,1.0792,-0.3333,-0.2138,0.3601,7
9,18,143523,143544,125,14,21,13987,97,141,1687,0,1,200,0.0107,0.3386,0.4286,0.0053,0.6429,1,1,2.0969,0.9542,1.3222,0.5714,-0.1258,0.3197,7
48,61,2644076,2644097,153,25,21,16865,90,125,1352,1,0,70,0.071,0.4396,0.6191,0.0096,0.52,1,1,2.1847,1.1139,1.3222,0.381,-0.1388,0.4514,2
13,21,2058002,2058016,91,12,14,8106,79,101,1358,1,0,70,0.0192,0.1875,0.5714,0.0059,0.6667,1,1,1.959,0.9031,1.1461,0.4286,-0.3041,0.2195,2
1568,1584,195161,195188,192,44,28,24070,112,140,1692,0,1,300,0.1277,0.5556,0.5926,0.0095,0.3636,0.9643,1,2.2833,1.2041,1.4314,0.4074,-0.0206,0.7037,7
1268,1277,5437033,5437060,146,20,27,15572,88,126,1646,1,0,69,0.4484,0.3992,0.3333,0.0055,0.45,1,1,2.1644,0.9542,1.4314,0.6667,-0.1667,0.4025,1
104,124,1602180,1602199,231,31,23,29896,117,143,1356,1,0,70,0.1534,0.3921,0.95,0.0148,0.6452,0.8261,0,2.3636,1.301,1.2787,-0.05,0.0111,0.6268,2
539,547,1294968,1294979,70,9,11,7964,94,133,1688,1,0,60,0.6386,0.2045,0.7273,0.0047,0.8889,1,1,1.8451,0.9031,1.0414,0.2727,-0.1112,0.1934,6
18,32,2837245,2837268,199,20,23,18720,80,110,1352,1,0,70,0.0266,0.382,0.6087,0.0104,0.7,1,1,2.2989,1.1461,1.3617,0.3913,-0.2651,0.5329,2
794,806,2294295,2294312,172,14,18,19457,91,134,1360,0,1,40,0.8147,0.1569,0.7059,0.0088,0.8571,0.9444,1,2.2355,1.0792,1.2305,0.2941,-0.1162,0.3419,6
489,504,55547,55568,247,17,21,23671,43,129,1373,0,1,40,0.7123,0.2159,0.7143,0.0109,0.8824,1,1,2.3927,1.1761,1.3222,0.2857,-0.2513,0.5212,3
1307,1314,968156,968164,35,9,9,4108,102,132,1692,1,0,60,0.4468,0.375,0.875,0.0041,0.7778,0.8889,1,1.5441,0.8451,0.9031,0.125,-0.083,0.1622,6
129,173,439740,439763,366,59,42,42778,107,134,1358,0,1,175,0.19,0.6383,0.5227,0.0324,0.7458,0.5476,0,2.5635,1.6435,1.3617,-0.4773,-0.0869,0.9913,7
39,195,554961,555021,5970,188,118,618937,43,125,1356,0,1,40,0.0575,0.3622,0.3846,0.115,0.8298,0.5085,0,3.776,2.1931,1.7781,-0.6154,-0.19,1,3
951,961,494451,494461,81,11,10,13311,141,182,1387,0,1,40,0.6143,0.19,1,0.0072,0.9091,1,0.5,1.9085,1,1,0,0.2839,0.2061,3
0,13,438867,438919,260,23,56,27344,46,127,1353,0,1,70,0,0.6154,0.25,0.0096,0.5652,0.9286,1,2.415,1.1139,1.716,0.75,-0.1784,0.9236,7
113,155,263975,264160,3297,367,270,414252,113,143,1394,0,1,220,0.1621,0.5757,0.227,0.0301,0.1144,0.6852,1,3.5181,1.6233,2.2672,0.773,-0.0184,1,7
883,917,745600,745614,254,42,25,31667,116,135,1362,0,1,50,0.6535,0.4664,0.4118,0.025,0.8095,0.56,0,2.4048,1.5315,1.1461,-0.5882,-0.026,0.761,7
160,170,252936,252958,97,24,23,12775,123,142,1364,0,1,185,0.2346,0.5591,0.4545,0.0073,0.4167,0.9565,1,1.9868,1,1.3424,0.5454,0.0289,0.3663,7
767,784,45270,45288,182,22,18,14763,72,93,1630,0,1,140,0.9411,0.4052,0.9444,0.0104,0.7727,1,1,2.2601,1.2305,1.2553,0.0556,-0.3663,0.5063,7
543,548,1819724,1819728,16,5,4,2028,111,143,1360,0,1,50,0.7985,0.2,0.8,0.0037,1,1,0,1.2041,0.699,0.6021,-0.2,-0.0098,0.1322,4
1053,1063,173208,173226,68,26,18,8717,120,141,1366,0,1,185,0.4436,0.6222,0.5556,0.0073,0.3846,1,1,1.8325,1,1.2553,0.4444,0.0015,0.3068,7
146,169,5714647,5714652,76,24,7,10286,120,151,1650,1,0,69,0.177,0.3391,0.2174,0.0139,0.9583,0.7143,0,1.8808,1.3617,0.699,-0.7826,0.0574,0.223,6
1638,1647,3009085,3009096,66,16,11,6385,88,109,1692,1,0,70,0.0532,0.3333,0.8182,0.0053,0.5625,1,1,1.8195,0.9542,1.0414,0.1818,-0.2442,0.2051,6
977,981,1311529,1311535,12,5,6,1563,125,143,1358,0,1,50,0.5552,0.5,0.6667,0.003,0.8,1,1,1.0792,0.6021,0.7782,0.3333,0.0176,0.1353,4
532,542,3706296,3706306,66,14,10,7519,97,132,1646,1,0,80,0.6464,0.34,1,0.0061,0.7143,1,0.5,1.8195,1,1,0,-0.11,0.2061,6
1136,1150,4082892,4082910,191,17,18,22601,101,135,1666,0,1,40,0.6194,0.2421,0.7778,0.0084,0.8235,1,1,2.281,1.1461,1.2553,0.2222,-0.0755,0.417,7
795,802,96606,96620,55,10,14,11560,203,220,1387,0,1,40,0.8436,0.4388,0.5,0.005,0.7,1,1,1.7404,0.8451,1.1461,0.5,0.6421,0.204,7
976,985,733668,733675,45,10,7,4664,86,126,1694,1,0,100,0.8371,0.2857,0.7778,0.0053,0.9,1,0,1.6532,0.9542,0.8451,-0.2222,-0.1903,0.1687,6
242,252,1137747,1137757,55,20,14,6483,109,127,1354,1,0,70,0.3575,0.45,1,0.0074,0.5,0.7143,0.5,1.7404,1,1,0,-0.0791,0.2061,2
39,212,2070134,2070204,6399,287,132,666455,41,126,1356,0,1,40,0.0575,0.4716,0.4046,0.1276,0.6028,0.5303,0,3.8061,2.238,1.8451,-0.5954,-0.1863,1,3
507,521,835980,835993,121,18,17,15526,119,141,1360,0,1,180,0.7456,0.3352,0.9286,0.0103,0.7778,0.7647,0,2.0828,1.1461,1.1139,-0.0714,0.0025,0.3097,7
833,856,276547,276554,80,24,12,9778,103,143,1692,1,0,143,0.9846,0.5031,0.3043,0.0136,0.9583,0.5833,0,1.9031,1.3617,0.8451,-0.6956,-0.0451,0.2806,7
1145,1157,2613103,2613123,168,15,20,19901,105,135,1362,0,1,40,0.301,0.3,0.6,0.0088,0.8,1,1,2.2253,1.0792,1.301,0.4,-0.0745,0.3977,6
39,214,1914002,1914070,6615,244,131,684236,36,124,1358,0,1,40,0.0574,0.4441,0.3886,0.1289,0.7172,0.5191,0,3.8205,2.243,1.8325,-0.6114,-0.1919,1,3
498,509,261713,261732,144,17,19,15785,88,132,1356,0,1,40,0.7345,0.311,0.5789,0.0081,0.6471,1,1,2.1584,1.0414,1.2787,0.4211,-0.1436,0.3494,6
1539,1556,625496,625516,260,24,20,21865,52,110,1692,1,0,80,0.1608,0.2353,0.85,0.01,0.7083,1,1,2.415,1.2305,1.301,0.15,-0.343,0.5626,6
1063,1071,1593977,1593992,90,12,15,10036,93,135,1692,1,0,60,0.734,0.25,0.5333,0.0047,0.6667,1,1,1.9542,0.9031,1.1761,0.4667,-0.1288,0.2288,6
373,386,1058240,1058279,308,29,39,37264,113,132,1374,0,1,40,0.5429,0.3925,0.3333,0.0095,0.4483,1,1,2.4885,1.1139,1.5911,0.6667,-0.0548,0.7966,7
345,356,822292,822313,170,21,21,18503,82,127,1353,1,0,50,0.51,0.2641,0.5238,0.0081,0.5238,1,1,2.2304,1.0414,1.3222,0.4762,-0.1497,0.3834,7
0,27,1359864,1359867,63,28,7,7045,80,156,1690,1,0,70,0,0.2222,0.1111,0.016,0.9643,0.4286,0,1.7993,1.4314,0.4771,-0.8889,-0.1264,0.1862,7
1215,1223,1940686,1940699,66,10,13,7467,101,123,1624,1,0,70,0.4938,0.3654,0.6154,0.0049,0.8,1,1,1.8195,0.9031,1.1139,0.3846,-0.1161,0.2105,6
1678,1687,1465348,1465360,71,11,12,3944,22,86,1690,1,0,70,0.0036,0.3426,0.75,0.0053,0.8182,1,1,1.8513,0.9542,1.0792,0.25,-0.566,0.215,6
1605,1616,1116225,1116232,57,11,7,5464,82,108,1687,1,0,100,0.0842,0.2597,0.6364,0.0065,1,1,0,1.7559,1.0414,0.8451,-0.3636,-0.2511,0.1822,7
406,417,4025551,4025564,89,14,13,11759,125,143,1370,0,1,40,0.5927,0.3776,0.8461,0.008,0.7857,1,1,1.9494,1.0414,1.1139,0.1539,0.0322,0.257,7
179,193,1280228,1280256,266,23,28,24547,49,126,1626,0,1,120,0.2202,0.3214,0.5,0.0086,0.6087,1,1,2.4249,1.1461,1.4472,0.5,-0.279,0.6453,1
39,191,1565555,1565703,13114,618,381,1507625,33,141,1400,0,1,40,0.0557,0.4171,0.9737,0.1086,0.2459,0.3884,0,4.1177,2.1818,2.1703,-0.0263,-0.1019,1,3
347,364,1124976,1125024,390,51,50,46226,110,127,1372,0,1,40,0.5058,0.5221,0.3542,0.0124,0.3333,0.96,1,2.5911,1.2305,1.6812,0.6458,-0.074,0.9685,7
39,218,965451,965599,16821,670,425,1972773,29,141,1398,0,1,40,0.0558,0.365,0.8268,0.128,0.2672,0.3482,0,4.2259,2.2529,2.1703,-0.1732,-0.0838,1,3
280,305,2109314,2109324,149,27,17,15313,93,111,1354,1,0,70,0.4136,0.404,0.4,0.0185,0.9259,0.5882,0,2.1732,1.3979,1,-0.6,-0.1971,0.4138,2
609,621,6791894,6791907,101,16,13,11579,101,127,1362,0,1,40,0.8943,0.3526,0.9231,0.0088,0.75,1,1,2.0043,1.0792,1.1139,0.0769,-0.1044,0.2739,6
345,360,7203465,7203481,163,21,16,18644,99,127,1360,0,1,40,0.5074,0.3208,0.9375,0.011,0.7143,1,1,2.2122,1.1761,1.2041,0.0625,-0.1064,0.3977,6
10,42,697885,698089,2904,197,207,145129,22,86,1358,1,0,70,0.0147,0.5551,0.1569,0.0236,0.1624,0.9855,1,3.463,1.5051,2.3096,0.8431,-0.6096,1,2
927,936,1971777,1971784,35,10,8,4277,117,127,1356,0,1,50,0.6195,0.4444,0.7778,0.0066,0.9,0.875,0,1.5441,0.9542,0.8451,-0.2222,-0.0453,0.1687,7
39,191,2300567,2300643,5957,289,166,637883,48,135,1404,0,1,40,0.0556,0.4843,0.5,0.1083,0.526,0.4578,0,3.775,2.1818,1.8808,-0.5,-0.1634,1,3
1019,1035,2224815,2224820,49,17,5,5842,108,140,1366,1,0,80,0.4846,0.3875,0.3125,0.0117,0.9412,1,0,1.6902,1.2041,0.699,-0.6875,-0.0686,0.1852,7
9,19,1132780,1132795,117,11,15,12317,86,124,1373,0,1,40,0.0131,0.22,0.6667,0.0073,0.9091,1,1,2.0682,1,1.1761,0.3333,-0.1776,0.266,7
0,16,2724583,2724595,111,20,21,6323,41,70,1356,1,0,70,0,0.4219,0.75,0.0118,0.8,0.5714,0,2.0453,1.2041,1.0792,-0.25,-0.555,0.3241,2
344,353,2278012,2278020,46,10,8,5003,95,127,1354,1,0,80,0.5081,0.3611,0.8889,0.0066,0.9,1,0,1.6628,0.9542,0.9031,-0.1111,-0.1503,0.1773,7
618,650,2017425,2017438,103,51,20,13657,124,141,1358,0,1,40,0.9102,0.7524,0.4063,0.0236,0.6274,0.65,0,2.0128,1.5051,1.1139,-0.5938,0.0359,0.681,7
301,307,1095698,1095703,16,7,5,2001,119,134,1356,0,1,50,0.4439,0.4667,0.8333,0.0044,0.8571,1,0,1.2041,0.7782,0.699,-0.1667,-0.0229,0.14,4
796,822,2182560,2182564,68,26,11,6013,79,101,1370,1,0,80,0.8,0.3462,0.1539,0.019,1,0.3636,0,1.8325,1.415,0.6021,-0.8461,-0.3092,0.2105,7
1259,1302,3928519,3928612,2400,96,95,260185,69,132,1664,0,1,40,0.4351,0.3999,0.4624,0.0258,0.4479,0.979,1,3.3802,1.6335,1.9685,0.5376,-0.153,1,6
1259,1271,1918092,1918128,324,30,36,30269,65,124,1353,0,1,70,0.1212,0.25,0.3333,0.0089,0.4,1,1,2.5106,1.0792,1.5563,0.6667,-0.2701,0.7037,1
1245,1254,964339,964360,133,16,21,14874,105,125,1322,0,1,40,0.1029,0.2963,0.4286,0.0068,0.5625,1,1,2.1239,0.9542,1.3222,0.5714,-0.1263,0.3197,6
74,91,2032900,2032910,99,29,17,11843,109,134,1354,1,0,70,0.1093,0.4177,0.5882,0.0126,0.5862,0.5882,0,1.9956,1.2305,1,-0.4118,-0.0654,0.2928,2
581,590,230644,230704,433,22,60,38917,62,111,1687,0,1,150,0.6888,0.1981,0.15,0.0053,0.4091,1,1,2.6365,0.9542,1.7781,0.85,-0.2978,0.8299,1
965,975,1219062,1219077,79,17,15,10188,115,149,1682,1,0,143,0.8407,0.4733,0.6667,0.006,0.5882,1,1,1.8976,1,1.1761,0.3333,0.0075,0.266,6
111,120,68259,68288,121,27,32,19974,151,175,1353,0,1,100,0.1641,0.5364,0.3103,0.0066,0.3333,0.9063,1,2.0828,0.9542,1.4624,0.6897,0.2896,0.4317,7
1036,1054,960191,960202,61,30,17,6116,86,124,1360,1,0,300,0.45,0.6919,0.6111,0.0132,0.6,0.6471,0,1.7853,1.2553,1.0414,-0.3889,-0.2167,0.3329,7
501,531,2455610,2455644,617,53,43,65563,70,135,1688,1,0,60,0.5936,0.3951,0.8824,0.0178,0.566,0.7907,1,2.7903,1.4771,1.5315,0.1177,-0.1698,0.9917,6
1121,1128,1789332,1789337,17,9,6,2240,115,150,1360,0,1,50,0.3412,0.5143,0.7143,0.0052,0.7778,0.8333,0,1.2305,0.8451,0.699,-0.2857,0.0294,0.1441,4
192,218,1283513,1283536,244,39,25,30769,113,140,1652,1,0,69,0.2324,0.592,0.8846,0.0157,0.6667,0.92,0,2.3874,1.415,1.3617,-0.1154,-0.0148,0.8778,7
